480,323,479,324:480,322,77,703;479,322,105,708;479,322,106,70;479,322,121,1305;479,322,168,79;479,323,240,740;479,322,292,754;479,323,422,1314;480,323,453,125;479,322,504,1317;479,322,511,164;479,323,512,805;479,321,538,180;479,323,573,424;479,322,600,830;480,323,688,432;480,324,716,173;479,322,807,762;479,322,836,444;479,323,841,766;479,322,885,1331;479,322,1049,935;479,323,1094,1340;479,323,1276,817;479,322,1355,481;480,323,1855,883;479,323,1884,216;479,323,1894,217;479,323,1999,897;479,323,2359,1168;479,322,2383,1170;479,323,2387,940;479,323,2443,1176;479,323,2560,1185;479,322,2644,250;479,323,2660,970;479,323,2702,976;479,322,3054,0;479,324,3434,386;479,323,3456,1251;479,323,3579,651;479,323,3712,659;479,323,3729,293;479,323,3863,555;479,323,3920,1289;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,325,479,325:479,324,53,690;479,324,101,69;479,325,116,713;479,324,320,713;478,324,347,108;479,325,350,716;479,324,406,120;479,324,415,121;479,324,473,727;479,324,481,130;479,325,515,0;479,325,589,738;479,324,613,437;479,325,621,743;479,324,682,849;479,324,711,196;479,324,771,1327;479,325,878,448;479,324,928,452;479,325,939,1332;479,324,990,456;479,325,1103,1341;479,324,1417,1004;479,324,1483,498;479,324,1874,1130;479,324,1929,889;479,324,1934,1136;479,324,1975,528;479,324,2256,553;479,324,2274,1160;479,325,2340,1166;479,324,2430,330;479,324,2612,577;479,325,2614,338;479,323,2702,976;479,324,2803,989;479,325,2839,1206;479,324,2922,356;479,324,3175,1029;479,324,3358,1051;479,324,3434,386;479,324,3514,1256;479,323,3729,293;479,325,3743,1273;479,325,3772,1277;479,324,3885,1445;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,323,485,324:480,322,77,703;480,323,122,45;480,323,124,46;480,324,183,731;480,324,238,93;479,323,240,740;480,323,431,724;480,324,435,725;480,323,453,125;480,323,465,174;479,321,538,180;481,324,542,11;480,323,569,737;480,324,662,429;480,323,688,432;480,324,716,173;480,324,768,443;479,324,771,1327;480,324,779,439;480,324,785,873;480,323,813,763;479,323,841,766;480,323,982,920;480,323,1162,463;480,323,1211,1346;480,323,1644,1066;480,323,1855,883;480,324,1970,0;480,323,1982,1139;481,323,2020,901;480,323,2174,1382;480,323,2259,926;480,323,2327,558;479,323,2387,940;480,324,2388,1391;480,324,2591,0;479,322,2644,250;480,323,2659,582;481,323,2708,1195;483,323,2858,263;480,323,3228,1035;480,323,3410,385;479,324,3434,386;480,324,3551,1433;480,324,3671,398;479,323,3729,293;479,324,3885,1445;480,324,3921,1290;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,325,485,325:480,324,183,731;480,324,238,93;481,324,542,11;480,325,549,422;480,324,585,1319;480,325,606,740;480,324,662,429;480,324,690,1323;479,325,692,750;480,324,693,194;480,324,713,435;480,324,779,439;480,324,844,766;480,324,894,901;479,324,928,452;480,324,967,780;480,324,973,918;479,324,990,456;480,324,1243,974;480,324,1339,824;480,324,1350,826;481,325,1383,831;480,324,1627,858;480,324,1812,1114;480,324,1892,1370;480,325,1910,307;480,325,1960,528;480,324,2180,548;480,324,2188,918;480,324,2255,229;479,324,2256,553;480,324,2396,326;480,324,2399,1172;483,325,2579,1186;479,324,2612,577;480,324,2686,1402;479,325,2767,984;483,323,2858,263;480,324,2983,1218;480,324,3060,1016;479,324,3175,1029;483,326,3537,51;480,324,3545,1069;480,324,3671,398;480,324,3805,1443;479,324,3885,1445;480,325,3903,1110;480,324,3921,1290;480,325,3960,677;480,324,3969,1294;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,326,481,325:479,324,53,690;479,325,100,1304;479,325,143,135;479,325,350,716;480,325,387,115;480,325,409,723;479,325,515,0;480,325,520,730;480,325,549,422;480,325,551,734;479,325,560,182;479,325,589,738;480,325,606,740;479,325,621,743;480,325,627,61;480,325,683,850;479,325,692,750;479,325,705,856;479,325,721,1324;479,325,769,757;480,325,777,439;479,325,878,448;479,325,927,774;480,325,1183,1344;480,325,1238,972;480,324,1350,826;480,325,1352,992;481,325,1383,831;479,325,1460,1016;480,325,1567,849;480,325,1910,307;480,325,1960,528;479,325,2006,898;480,324,2188,918;479,325,2251,321;480,325,2253,925;479,325,2340,1166;480,324,2399,1172;479,324,2430,330;479,325,2614,338;480,325,2681,972;479,325,2767,984;480,324,2983,1218;479,324,3175,1029;481,325,3669,1438;479,325,3709,1440;479,325,3743,1273;479,325,3772,1277;480,325,3903,1110;480,325,3907,1111;479,325,3919,1447;480,325,3960,677;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,326,481,390:482,356,112,139;483,374,154,77;487,342,200,140;481,325,301,102;486,341,312,158;482,364,315,1311;479,390,396,1313;480,325,409,723;477,351,455,157;480,325,525,178;482,372,559,423;479,330,579,424;480,387,638,428;479,325,660,746;478,333,712,858;480,325,777,439;479,326,1062,789;482,382,1181,12;482,373,1182,0;480,325,1238,972;480,325,1314,467;481,325,1383,831;482,373,1797,0;480,325,1848,520;478,356,2178,1383;480,326,2181,917;479,325,2251,321;480,325,2253,925;484,386,2454,1176;481,364,2508,955;485,339,2520,958;482,366,2636,339;484,377,2673,1193;483,374,2721,344;476,386,2776,1201;482,373,2782,0;478,337,2804,347;478,332,2875,997;480,325,2883,1209;478,371,3049,608;478,351,3095,613;479,390,3357,633;478,366,3432,1059;479,391,3606,1076;480,325,3613,1264;481,364,3664,1269;481,325,3669,1438;482,365,3732,662;482,335,3794,405;478,356,3803,1281;482,373,3816,1444;480,363,3899,301;480,325,3907,1111;479,325,3919,1447;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
482,326,485,373:482,356,112,139;487,342,200,140;483,373,232,701;483,373,279,97;481,325,301,102;486,341,312,158;482,364,315,1311;482,373,331,760;477,351,455,157;483,373,507,729;482,372,559,423;479,330,579,424;483,373,684,440;482,364,732,862;482,373,888,204;484,373,913,450;483,373,954,779;482,373,1182,0;481,325,1383,831;483,373,1403,488;484,372,1413,85;482,364,1436,1009;483,373,1470,0;488,351,1586,852;482,364,1743,1096;488,370,1781,877;482,373,1797,0;485,353,1887,302;482,364,2031,1143;483,373,2125,543;480,326,2181,917;483,373,2268,1387;481,364,2508,955;483,373,2516,0;485,339,2520,958;483,325,2579,1186;484,373,2632,967;482,366,2636,339;484,372,2658,970;484,373,2662,1401;482,373,2782,0;482,364,2802,988;478,332,2875,997;485,365,3002,269;478,351,3095,613;483,373,3106,615;484,373,3223,1421;483,373,3284,375;483,326,3537,51;483,373,3612,1077;487,364,3621,653;481,364,3664,1269;482,365,3732,662;482,335,3794,405;482,373,3816,1444;484,373,3854,1105;480,363,3899,301;484,373,4019,1299;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
482,374,485,390:483,374,154,77;483,373,232,701;483,373,234,1308;483,373,255,151;482,373,331,760;484,374,498,802;482,372,559,423;480,387,638,428;484,377,695,852;483,373,791,760;483,373,796,0;483,373,816,763;483,373,838,765;484,373,913,450;483,373,954,779;483,373,993,781;483,374,1019,1337;482,382,1181,12;482,373,1182,0;484,374,1186,79;484,386,1188,1345;483,373,1470,0;483,373,1539,1040;483,373,1566,1358;483,373,1578,1358;484,386,1625,1060;484,386,1676,864;484,373,1747,872;482,373,1797,0;483,373,1873,1129;483,373,1896,1132;484,386,1903,1371;483,373,1939,308;483,373,2125,543;483,373,2126,1152;483,373,2205,1155;484,386,2246,14;483,373,2286,928;484,386,2454,1176;483,373,2516,0;483,373,2517,957;484,373,2632,967;484,373,2662,1401;484,377,2673,1193;483,374,2721,344;483,373,2745,981;482,373,2782,0;483,374,2915,599;483,373,3106,615;483,373,3284,375;479,390,3357,633;484,374,3464,1252;479,391,3606,1076;483,373,3612,1077;486,380,3650,655;484,385,3701,1271;482,373,3816,1444;484,373,3854,1105;484,373,4019,1299;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
486,0,499,225:498,225,10,3;499,224,35,57;499,224,40,694;499,224,56,699;499,225,99,138;489,231,144,49;500,224,182,692;501,223,239,58;499,224,306,711;499,224,364,111;498,224,368,151;488,232,550,819;499,224,567,736;499,224,576,1319;498,225,646,1321;497,224,648,192;498,225,653,844;499,224,654,845;499,225,681,431;499,224,720,1324;499,225,738,865;498,224,761,65;498,224,797,874;499,224,801,442;498,225,818,443;498,224,850,768;499,224,852,203;499,224,889,70;498,224,925,206;499,224,970,1335;428,97,1042,1;499,224,1828,881;497,224,1833,882;498,224,1876,1131;499,224,1926,525;498,224,1936,1372;499,224,2092,907;494,226,2242,924;498,224,2271,554;527,218,2379,97;499,224,2515,1395;499,224,2642,968;499,224,2759,983;501,223,2778,1202;499,224,2873,1209;499,224,2969,603;433,91,3605,395;495,226,3641,291;498,225,3702,0;498,224,3707,1439;435,87,4018,683;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
486,226,499,226:497,225,6,12;497,225,7,13;498,225,10,3;497,225,11,0;497,225,20,55;497,226,41,7;497,226,92,66;498,225,93,42;499,225,99,138;489,231,144,49;498,226,192,86;497,225,341,107;497,226,443,156;488,232,550,819;497,226,635,1320;498,225,653,844;497,226,686,432;496,226,697,433;499,225,738,865;499,225,783,174;498,225,818,443;497,226,824,764;497,226,868,893;497,226,924,205;498,224,925,206;497,225,949,179;499,225,1035,185;497,226,1275,977;497,225,1628,859;498,225,1629,859;497,225,1657,1360;497,225,1778,876;497,226,1830,1367;497,224,1833,882;497,226,1916,1134;497,225,1962,1137;499,225,2081,487;499,226,2090,540;494,226,2242,924;498,224,2271,554;497,226,2682,1193;498,225,2730,1404;497,226,2809,592;497,225,2810,261;498,225,2846,351;498,225,2856,994;497,225,3487,1064;499,225,3620,122;498,226,3634,654;495,226,3641,291;498,225,3702,0;497,225,3993,1296;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
500,0,499,224:499,224,35,57;499,224,40,694;499,224,60,134;499,224,85,136;500,224,182,692;501,223,239,58;499,224,306,711;499,224,364,111;499,224,369,112;499,224,567,736;499,224,612,834;499,224,654,845;499,224,720,1324;498,224,761,65;499,224,794,441;499,224,799,202;499,224,802,876;499,224,889,70;499,224,892,770;499,224,922,908;499,224,975,0;499,224,1036,459;499,224,1048,187;499,224,1067,938;499,224,1132,463;499,224,1318,821;499,224,1639,1063;499,224,1762,1103;499,224,1763,873;499,224,1828,881;499,224,1926,525;499,224,2130,912;527,218,2379,97;499,224,2544,1184;499,224,2642,968;499,224,2737,1404;499,224,2738,979;499,224,2742,1198;501,223,2778,1202;499,224,2787,1405;499,224,2805,348;499,224,2873,1209;499,224,2969,603;433,91,3605,395;499,224,3691,1439;499,224,3820,1281;435,87,4018,683;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
500,225,499,226:499,224,30,0;499,225,31,691;499,225,34,692;499,225,36,28;499,224,60,134;499,225,99,138;499,224,104,1305;499,225,114,72;499,224,140,1306;499,224,170,728;499,224,228,738;499,224,364,111;499,225,571,821;499,224,577,823;499,224,636,1321;499,224,723,753;499,225,738,865;499,224,763,0;499,225,783,174;499,224,798,761;499,224,853,1330;499,225,869,768;499,224,879,0;499,224,911,773;499,225,914,905;499,225,945,1333;499,225,1035,185;499,224,1036,459;499,224,1037,931;499,225,1038,932;499,224,1048,187;499,224,1070,790;499,224,1084,943;499,225,1361,482;499,224,1633,506;499,224,1763,873;499,224,2060,1145;499,225,2081,487;499,226,2090,540;499,224,2137,544;499,225,2533,1396;499,224,2578,335;499,224,2620,966;499,224,2746,1198;499,224,2795,592;499,225,3051,270;499,225,3620,122;498,226,3634,654;499,224,3691,1439;499,224,4009,0;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
486,227,492,252:484,241,47,696;483,248,72,700;489,231,144,49;484,241,146,51;492,252,231,10;484,241,259,422;486,235,345,715;484,243,367,1312;494,231,397,118;485,240,398,722;485,239,489,162;484,244,491,432;485,240,517,730;488,232,550,819;492,252,556,166;485,240,698,434;485,240,742,756;484,246,855,445;484,240,880,896;484,241,1373,484;485,238,1389,250;484,242,1424,492;484,241,1491,1354;485,237,1565,849;495,235,1624,1059;484,242,1733,1363;485,237,1773,479;494,227,1788,1106;486,239,1807,213;493,237,1933,39;492,252,1965,1138;485,241,2099,315;484,245,2101,1149;485,237,2235,552;494,226,2242,924;485,235,2411,1172;484,243,2529,1183;483,249,2668,341;484,245,2762,589;484,244,2965,105;485,239,3078,526;484,243,3423,1057;485,239,3530,1432;492,252,3673,1438;484,243,4055,1126;484,242,4065,305;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
486,253,492,292:492,253,98,68;492,253,149,719;492,253,205,696;492,252,231,10;492,253,237,150;492,253,265,747;492,253,380,165;492,253,386,720;492,253,392,721;490,289,418,154;492,252,490,801;492,253,503,1317;492,252,561,736;492,253,702,854;483,265,800,875;492,253,896,771;492,253,958,1333;489,266,1097,461;482,270,1135,32;492,253,1157,462;492,253,1215,807;492,253,1234,470;492,253,1502,1029;481,290,1726,290;492,253,1845,1368;488,286,1864,1126;492,252,1965,1138;492,253,2148,1382;492,252,2300,930;492,253,2319,230;492,253,2370,1169;482,264,2464,950;488,286,2590,964;483,249,2668,341;492,253,2679,1401;492,253,2710,0;492,265,2750,981;482,265,2813,989;488,286,2889,518;492,253,2916,1212;492,253,2976,1218;492,253,3600,1436;492,253,3609,120;497,281,3742,294;482,264,3763,1276;492,253,3967,677;492,253,4045,685;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
493,227,499,227:497,226,51,30;497,226,147,1306;498,226,192,86;498,227,442,785;497,226,443,156;497,226,495,728;497,226,506,433;497,226,686,432;496,226,697,433;497,227,795,201;497,226,824,764;497,226,915,449;497,226,920,74;497,226,923,774;497,226,946,777;497,227,962,780;498,227,1010,1336;496,227,1050,786;498,227,1173,1344;497,226,1275,977;498,226,1301,241;497,226,1335,194;497,226,1739,870;494,227,1788,1106;497,226,1830,1367;498,227,1840,519;497,226,1854,1125;497,226,1945,1373;497,226,1980,1375;497,226,2013,899;497,226,2077,1379;499,226,2090,540;497,226,2241,923;494,226,2242,924;498,227,2305,1388;497,226,2361,0;497,227,2363,1168;496,228,2382,561;497,226,2684,1194;498,227,2808,348;497,226,2809,592;497,226,2881,1408;498,226,3416,638;496,227,3610,1264;498,226,3634,654;495,226,3641,291;497,227,3733,1092;497,226,3758,664;497,226,3902,673;497,226,4089,689;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
493,228,499,292:495,235,217,92;492,253,237,150;492,253,265,747;492,253,356,717;492,253,380,165;492,253,386,720;494,231,397,118;490,289,418,154;492,252,490,801;492,253,503,1317;492,252,556,166;492,252,561,736;496,227,658,1322;506,293,687,29;492,253,702,854;497,227,795,201;492,253,896,771;492,253,958,1333;496,227,1050,786;489,266,1097,461;498,227,1173,1344;495,235,1624,1059;504,287,1674,1077;495,235,1754,1098;494,227,1788,1106;499,229,1810,518;498,227,1840,519;492,253,1844,1123;492,252,1846,1368;506,293,1858,884;493,253,1877,38;493,237,1933,39;492,252,1965,1138;494,226,2242,924;492,252,2300,930;492,253,2319,230;497,226,2361,0;496,228,2382,561;488,286,2590,964;492,265,2750,981;495,234,2871,595;492,253,2884,354;495,235,3119,527;498,228,3164,274;492,253,3600,1436;492,253,3609,120;492,252,3673,1438;497,227,3733,1092;497,281,3742,294;499,229,3804,550;497,226,3902,673;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
500,0,532,224:529,224,173,691;500,224,182,692;501,223,239,58;529,224,381,0;523,222,395,770;516,223,426,723;529,223,539,733;523,222,633,840;529,223,804,877;529,223,833,443;529,223,864,891;499,224,889,70;529,223,955,1333;529,223,1178,467;529,224,1279,818;535,222,1308,477;528,223,1322,1350;505,225,1327,823;529,223,1463,1019;529,224,1631,1061;529,224,1634,507;529,224,1815,1367;499,224,1828,881;527,222,1861,301;528,223,1890,522;529,224,1909,1133;529,223,1914,523;529,224,1921,1135;529,223,2000,312;529,223,2007,1376;535,218,2062,314;535,222,2277,1388;507,225,2362,938;527,218,2379,97;501,224,2447,330;530,223,2646,339;529,223,2727,1197;501,223,2778,1202;529,224,2785,1203;529,223,2800,1204;529,223,2818,990;529,224,3074,1225;501,223,3319,535;530,218,3332,1243;529,223,3515,1257;529,223,3524,646;433,91,3605,395;529,223,3616,121;535,223,3653,1268;525,221,3710,1440;529,224,3766,1095;529,224,3925,1113;435,87,4018,683;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
500,225,532,225:501,225,25,5;499,224,84,39;499,224,104,1305;499,224,109,71;499,225,114,72;499,225,178,21;500,224,182,692;499,225,206,696;501,223,239,58;499,225,288,753;529,224,381,0;523,222,395,770;516,223,426,723;499,224,429,724;529,224,451,124;499,225,571,821;499,224,625,743;523,222,633,840;499,224,641,744;499,225,651,843;499,224,714,859;499,224,717,1324;499,225,783,174;500,225,784,441;499,224,794,441;499,224,889,70;499,224,922,908;499,225,1035,185;499,224,1048,187;499,224,1084,943;499,224,1132,463;529,224,1279,818;505,225,1327,823;529,224,1631,1061;499,224,1633,506;529,224,1634,507;499,224,1741,1095;499,224,1762,1103;499,224,1828,881;527,222,1861,301;528,223,1890,522;529,224,1921,1135;529,225,1977,529;499,224,2060,1145;499,224,2130,912;507,225,2362,938;501,224,2447,330;499,224,2576,1186;530,223,2646,339;499,224,2737,1404;501,225,2907,1211;529,224,3074,1225;499,225,3553,1069;499,224,3635,1079;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
533,0,4095,225:544,222,49,697;538,225,54,59;543,222,244,741;536,224,310,103;544,222,389,166;537,225,460,126;541,222,464,726;541,221,487,25;540,221,657,1322;540,221,675,749;537,225,756,869;536,225,865,0;544,222,867,892;538,225,991,457;540,225,1140,1342;537,225,1148,799;544,222,1163,1343;540,221,1199,1345;535,222,1308,477;544,222,1614,1055;539,225,1740,871;537,225,1760,1101;536,223,2016,531;535,218,2062,314;541,224,2072,1146;536,225,2140,1152;536,225,2166,1154;535,224,2167,915;535,222,2277,1388;544,222,2324,1165;544,222,2326,934;540,221,2358,325;540,220,2375,1391;536,225,2527,0;537,224,2558,961;530,223,2646,339;544,222,2650,1400;537,225,2664,340;544,222,2756,588;535,225,2765,590;537,225,2924,1409;543,218,2975,605;543,222,3010,1221;549,233,3041,109;540,224,3276,275;530,218,3332,1243;544,222,3508,1065;529,223,3524,646;543,226,3645,397;535,223,3653,1268;537,225,3796,666;555,258,3799,1098;537,225,3869,1285;537,224,3958,676;543,223,3970,1119;544,222,3973,1120;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
533,226,4095,225:538,225,54,59;537,225,74,701;537,225,97,67;537,225,411,774;537,225,460,126;537,225,496,419;537,225,548,734;537,225,597,425;537,225,645,842;537,225,728,755;537,225,729,1324;537,225,756,869;537,225,788,1327;536,225,865,0;537,225,983,921;537,225,986,213;538,225,991,457;537,225,1075,791;540,225,1140,1342;537,225,1148,799;537,225,1166,958;537,225,1179,0;537,225,1187,1344;537,225,1734,1092;539,225,1740,871;537,225,1748,292;537,225,1760,1101;537,225,1927,888;537,225,1931,526;537,225,2001,312;541,224,2072,1146;537,225,2104,1150;536,225,2140,1152;536,225,2166,1154;535,224,2167,915;536,225,2527,0;537,225,2605,337;539,225,2610,512;530,223,2646,339;537,225,2664,340;537,225,2739,979;544,222,2756,588;535,225,2765,590;537,225,2842,1406;537,225,2924,1409;549,233,3041,109;537,225,3347,1425;537,225,3384,1247;537,225,3543,1068;537,225,3628,1078;543,226,3645,397;537,225,3680,1269;537,225,3731,661;537,225,3796,666;555,258,3799,1098;537,225,3830,1101;537,225,3869,1285;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
500,226,508,229:499,225,0,20;501,225,25,5;499,226,28,19;499,225,206,696;502,228,258,1309;500,226,260,95;499,225,288,753;502,227,309,147;499,226,348,109;503,229,438,168;502,228,518,1318;499,225,651,843;499,226,656,745;500,225,784,441;502,228,933,775;499,226,1030,928;499,225,1035,185;498,227,1173,1344;505,225,1327,823;502,229,1412,1003;499,225,1675,1361;499,229,1810,518;499,225,1950,891;502,228,2028,902;499,225,2080,907;499,225,2081,487;499,226,2090,540;498,227,2305,1388;499,226,2318,1389;507,225,2362,938;501,224,2447,330;499,225,2724,1196;501,228,2726,1403;502,228,2793,986;498,227,2808,348;501,225,2907,1211;503,230,2960,603;500,226,3067,44;498,228,3164,274;502,229,3212,1421;500,229,3291,629;499,225,3553,1069;500,226,3590,1073;501,228,3602,395;499,225,3620,122;498,226,3634,654;502,229,3642,1080;502,229,3643,1267;499,225,3739,1093;499,229,3804,550;499,226,3962,1293;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
500,230,508,292:512,265,33,55;507,291,153,52;507,292,194,87;495,235,217,92;506,287,374,767;508,266,407,167;505,288,423,780;503,229,438,168;492,252,556,166;503,230,609,741;506,292,630,190;506,293,687,29;507,291,817,446;507,291,858,446;507,292,859,446;506,292,860,890;507,292,861,1330;507,291,932,911;502,228,933,775;504,233,974,211;508,292,1074,790;507,292,1141,228;510,266,1216,808;506,234,1342,480;507,291,1381,1000;502,229,1412,1003;507,291,1545,845;504,287,1674,1077;499,229,1810,518;509,285,1831,88;506,293,1858,884;493,253,1877,38;505,235,1888,482;493,237,1933,39;521,249,2096,908;507,225,2362,938;507,292,2368,1169;506,292,2688,974;492,265,2750,981;502,229,2790,985;507,291,2865,996;495,234,2871,595;503,230,2960,603;495,235,3119,527;502,229,3212,1421;500,229,3291,629;521,248,3346,1050;505,235,3482,287;501,228,3602,395;502,229,3642,1080;502,229,3643,1267;497,281,3742,294;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
509,226,4095,226:538,225,54,59;537,225,97,67;523,222,395,770;516,223,426,723;529,224,451,124;538,225,474,1315;537,225,597,425;523,222,633,840;536,225,642,745;537,225,645,842;537,225,718,752;537,225,832,176;536,225,865,0;537,225,866,30;538,225,991,457;537,226,1131,952;540,225,1140,1342;537,225,1144,954;537,225,1166,958;537,225,1187,1344;523,229,1375,249;536,225,1490,839;537,225,1734,1092;539,225,1740,871;537,225,1802,880;527,222,1861,301;537,225,1897,1371;537,225,1927,888;537,225,1931,526;529,225,1977,529;537,225,2001,312;541,224,2072,1146;537,225,2104,1150;536,225,2140,1152;536,225,2166,1154;535,224,2167,915;507,225,2362,938;537,225,2514,508;536,225,2527,0;539,225,2610,512;530,223,2646,339;537,226,2696,1402;537,225,2739,979;544,222,2756,588;535,225,2765,590;537,225,2822,992;549,233,3041,109;537,225,3347,1425;537,225,3406,538;537,225,3599,1074;543,226,3645,397;523,229,3692,658;537,225,3731,661;555,258,3799,1098;537,225,3830,1101;537,225,4013,1123;538,225,4071,417;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
509,227,4095,292:512,265,33,55;506,287,374,767;508,266,407,167;516,223,426,723;529,224,451,124;537,226,563,184;535,232,643,169;537,225,832,176;507,291,858,446;538,225,991,457;508,292,1074,790;537,226,1131,952;540,225,1140,1342;550,257,1214,969;510,266,1216,808;506,234,1342,480;523,229,1375,249;537,246,1395,1352;521,249,1402,488;510,266,1457,1353;536,225,1490,839;509,292,1575,851;548,294,1689,866;555,286,1727,514;539,225,1740,871;528,241,1808,517;509,285,1831,88;532,237,1859,1369;537,225,1897,1371;551,257,1906,484;510,266,1941,1373;540,247,1951,891;529,225,1977,529;511,266,1984,893;541,224,2072,1146;521,249,2096,908;536,225,2166,1154;535,224,2167,915;507,225,2362,938;539,225,2610,512;538,226,2680,342;537,226,2696,1402;535,225,2765,590;507,291,2865,996;549,233,3041,109;550,257,3069,610;521,248,3346,1050;505,235,3482,287;543,226,3645,397;523,229,3692,658;538,244,3716,1091;509,292,3751,1094;510,266,3795,1280;555,258,3799,1098;511,265,3807,551;509,292,3929,1114;509,292,3966,1294;538,225,4071,417;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
