159960,105167,429,18;191654,153029,498,385;126933,185537,474,94;126853,148063,435,78;185800,161349,774,483;128975,219312,879,119;182482,229666,89,328;196772,225364,571,95;106255,1024198,1013,511;162362,1046707,344,201;7883,1029516,815,27;57714,1022929,735,30;
919479,853189,519,279;917036,839665,70,324;887191,799240,897,446;924686,883710,870,442;892869,898663,739,422;846466,863686,731,128;845169,854062,317,191;846719,868150,740,257;673813,1047416,65,148;646776,1025285,6,137;674219,1025395,454,215;645797,1047703,794,266;
239723,923070,384,244;266006,897965,157,167;220762,969235,169,170;254551,863382,4,136;203282,880064,881,495;186680,943882,108,331;192255,906296,283,218;192290,909275,175,191;221682,319926,366,240;202057,304251,890,123;261788,244254,610,99;242789,315415,458,81;
483044,345973,95,47;521142,300616,770,427;465042,339026,993,132;488708,289158,754,480;503317,294811,111,331;489699,350143,696,471;561467,362538,323,361;545185,373021,161,168;873252,781410,850,439;823323,842294,242,64;887191,799240,897,446;845169,854062,317,191;
300196,26381,381,242;282410,42449,653,407;311565,102688,329,195;284308,79294,51,321;333413,102086,309,225;378281,104160,589,238;375540,39516,388,370;333209,27518,826,487;640112,988289,144,162;646776,1025285,6,137;637997,1008219,23,318;652405,999283,1010,313;
136428,233085,862,514;102639,173187,946,299;126933,185537,474,94;169242,170434,768,114;182482,229666,89,328;91814,237729,992,462;111096,248823,942,453;106327,246519,30,144;528212,155708,963,127;528122,176501,808,433;482849,167356,637,405;502314,197890,331,362;
962568,433292,724,475;884689,499148,709,419;918228,446799,680,24;894651,441991,257,185;933666,432827,147,52;937491,501598,688,415;911706,507651,398,373;982933,442613,78,152;433084,347141,557,394;455009,350497,745,423;465042,339026,993,132;437950,313587,477,87;
867541,518988,0,315;911706,507651,398,373;942752,539701,480,383;864273,614150,882,444;925623,579858,221,7;825316,576124,425,378;842793,603878,408,249;861929,529797,861,492;1041489,39337,827,488;1015312,58054,595,300;1011620,17911,113,167;1030304,55516,415,377;
533087,292027,606,400;591322,289294,902,289;556110,212972,1011,510;578543,242253,475,270;523939,257936,1003,463;569181,222905,773,130;528770,231226,753,479;564687,217853,878,444;755462,139626,664,410;733759,93262,729,110;730755,132871,828,488;740543,186143,66,47;
166948,318131,782,263;221682,319926,366,240;179027,357041,615,242;212768,308430,629,116;261788,244254,610,99;177108,305675,246,60;196772,225364,571,95;163362,272874,676,106;648224,392548,526,226;582047,407334,621,10;606002,381271,601,399;622529,419088,833,276;
96602,585865,85,156;123995,571003,593,398;162544,502871,723,109;61280,498157,987,40;49798,507719,380,81;46473,510847,705,471;35439,527877,18,42;61171,589492,766,113;380564,841574,177,172;424738,818306,69,324;430957,846933,567,235;396103,791654,149,164;
767630,645649,101,163;731213,602052,581,96;797770,560254,224,179;837548,637230,240,63;842125,613997,652,313;824236,586453,718,473;794896,641993,722,474;781660,641381,325,228;615336,793072,466,84;606399,822649,239,348;647733,834124,453,80;606578,828044,775,262;
147766,751999,383,243;130426,765890,779,131;214739,747333,917,498;168364,726110,279,68;233929,771805,171,189;126955,821789,980,306;176006,834550,463,381;195910,823702,949,300;1018840,787361,117,171;1003899,784788,685,250;1015784,768084,232,59;990323,750624,518,91;
469121,120541,852,280;514970,106195,36,319;528122,176501,808,433;501919,175452,666,119;482849,167356,637,405;541066,137948,715,253;548308,173212,206,201;543047,152150,901,516;617254,580827,39,320;601066,558453,738,421;608809,584288,288,189;621991,558837,974,304;
749229,10955,961,517;522259,17404,941,502;692864,31571,55,14;550371,33883,457,265;779062,2401,700,12;499362,6410,631,103;628761,34196,15,137;564677,63996,456,216;820686,872292,437,258;845169,854062,317,191;846719,868150,740,257;906988,847142,784,115;
700996,591701,813,485;691776,616226,760,481;702345,607319,667,468;647119,619325,668,411;678315,630299,944,503;617254,580827,39,320;674095,560789,86,49;617249,581153,634,308;795202,1013472,59,151;803924,977043,44,44;801777,1023388,327,229;828906,994067,605,400;
749864,699583,524,389;691776,616226,760,481;749022,656751,322,193;678315,630299,944,503;712238,708408,704,418;698526,702535,378,369;666748,683404,968,457;658920,664526,563,234;544795,250948,888,122;578543,242253,475,270;564687,217853,878,444;589077,224764,304,359;
949743,624646,967,506;982556,653344,854,440;925623,579858,221,7;934233,667099,611,401;909678,662334,205,58;901572,648349,927,500;893679,639180,336,364;958463,678441,552,232;147766,751999,383,243;157072,778311,959,126;117043,765692,212,59;126955,821789,980,306;
451421,337412,675,120;455009,350497,745,423;483044,345973,95,47;469563,363770,247,350;437950,313587,477,87;504158,314054,830,117;469528,285328,755,480;488708,289158,754,480;474944,381027,476,86;488922,419237,873,493;427748,402652,10,140;458991,417283,872,443;
373461,574836,182,193;375340,586375,250,210;359890,546651,485,88;302690,557236,104,165;287048,611290,77,326;286980,583348,347,76;334864,655652,516,224;295691,633491,202,200;805836,305665,583,25;792298,284700,938,502;837254,294885,102,50;807380,272125,440,380;
738635,790846,991,518;746021,789378,248,350;765785,752104,507,387;770955,777119,433,379;713738,794002,141,334;706344,748647,966,457;696224,766298,234,347;733739,732041,74,325;647838,270252,426,212;647669,285480,335,363;681074,269776,1014,519;696499,278277,802,13;
484746,785647,588,110;474039,752133,683,413;488950,818781,838,512;493937,804330,762,481;424738,818306,69,324;428723,769836,483,383;474319,822995,337,198;44905,822282,21,318;6932,794398,479,382;75568,850365,417,8;64840,768686,443,262;89557,790893,116,170;
293620,867522,230,180;266006,897965,157,167;271782,847069,586,109;219988,911639,792,116;202145,876406,971,458;243139,833167,789,430;203282,880064,881,495;901479,968857,549,288;945955,989208,90,329;844386,993946,413,376;907499,1014484,262,214;870548,966528,394,76;
637997,1008219,23,318;639291,1006508,650,118;652405,999283,1010,313;617479,1042339,243,349;674219,1025395,454,215;654302,1036437,627,115;645797,1047703,794,266;642243,42335,285,68;692864,31571,55,14;612712,19874,969,128;603040,89439,638,245;564677,63996,456,216;
192255,906296,283,218;145338,882039,136,333;199268,879948,534,391;192290,909275,175,191;144389,917277,533,283;157213,934149,806,433;138363,895491,697,251;26062,367403,646,406;14968,384118,1022,314;23581,327496,655,248;9026,310421,133,56;1614,300148,689,2;
14420,300589,53,45;1614,300148,689,2;23581,327496,655,248;9012,251834,1012,519;40460,326333,209,343;48701,241575,559,93;62080,297013,502,222;437011,1038401,952,38;491577,998179,694,416;545173,996796,953,302;542429,1025669,536,102;524474,995418,910,449;
462165,415071,787,132;428227,424557,955,454;458991,417283,872,443;413957,363311,756,112;436137,366103,538,392;407947,404079,152,182;474944,381027,476,86;829026,107292,710,29;810467,128509,682,470;846059,152558,796,484;805365,173178,315,16;827568,171483,321,361;
654768,85479,868,493;654353,62722,154,183;724233,70489,988,461;704962,84548,532,101;695802,122169,803,34;692864,31571,55,14;714161,79414,362,79;346350,231568,491,23;369088,186077,546,286;304916,190056,24,3;324538,176020,162,185;365281,184526,261,213;
769021,950639,823,273;803924,977043,44,44;883076,926841,121,174;863085,950686,579,296;819829,873313,402,374;882300,908686,236,181;846719,868150,740,257;441,18866,82,328;99285,8315,287,355;20840,37689,871,442;87134,17165,742,422;56302,51231,167,337;
917985,135270,87,157;918605,189393,462,83;857916,194823,711,472;866838,268428,721,108;900605,134036,145,178;865495,147663,122,155;854682,167842,972,458;622825,619313,375,207;547241,636857,596,98;608809,584288,288,189;571053,572661,943,454;577284,569387,603,301;
633162,952129,219,345;628610,880502,484,21;591920,943281,213,343;588869,899571,824,487;614307,883665,348,232;627585,966433,499,386;580316,968866,820,436;91814,237729,992,462;128975,219312,879,119;82615,258839,695,470;111096,248823,942,453;106613,281097,137,159;
327418,795737,895,496;319568,780958,199,198;378589,793487,291,220;314346,766254,635,104;402294,762955,16,317;396103,791654,149,164;392323,738004,294,357;517927,906299,899,515;520186,863042,52,46;469562,903819,662,11;484308,887527,432,256;506893,919362,365,239;
631575,753701,47,321;625752,718971,798,431;667638,750451,359,367;692453,728698,936,501;659232,700480,979,517;647043,696538,210,203;698526,702535,378,369;805836,305665,583,25;773368,292357,406,375;792298,284700,938,502;776036,274671,857,282;791782,269526,570,396;
629383,161817,904,447;614847,128215,630,404;574202,140220,663,409;572252,104158,237,182;603511,214163,263,186;557430,192183,495,89;616170,207548,50,148;95466,967009,414,376;87713,947587,140,161;100371,933753,142,177;112091,959531,260,212;123332,991715,891,287;
987227,1027926,467,218;706694,1024855,543,285;804786,1031482,71,151;645797,1047703,794,266;654302,1036437,627,115;732558,1024467,494,221;674219,1025395,454,215;629383,161817,904,447;638372,199991,572,293;603511,214163,263,186;592222,142372,60,147;605684,249420,311,0;
38688,367780,703,25;26062,367403,646,406;14968,384118,1022,314;41737,403009,558,290;86348,407750,822,272;47852,354958,470,382;87524,359159,330,196;49430,846042,361,236;75568,850365,417,8;47230,889426,528,282;31399,858530,400,246;23699,898422,783,264;
482849,167356,637,405;441255,163352,628,307;413804,194015,94,160;424861,224800,521,389;488481,273017,767,31;502314,197890,331,362;429704,252188,632,404;136428,233085,862,514;182482,229666,89,328;111096,248823,942,453;163362,272874,676,106;150078,261509,734,421;
987227,1027926,467,218;801777,1023388,327,229;673813,1047416,65,148;732558,1024467,494,221;844386,993946,413,376;828906,994067,605,400;907499,1014484,262,214;803924,977043,44,44;801742,1013564,733,129;734227,1002123,194,57;801777,1023388,327,229;732558,1024467,494,221;
1008386,452364,776,32;967092,420863,431,88;971247,413703,181,173;962568,433292,724,475;937491,501598,688,415;981187,512968,757,261;924330,463020,880,120;514505,422012,370,205;529023,475531,920,292;582047,407334,621,10;547968,392630,225,208;550770,474884,832,437;
727745,919426,448,20;689421,856280,183,194;734385,873610,1009,510;628610,880502,484,21;692545,825462,273,187;736677,834090,1019,464;737398,850050,772,428;88858,445703,503,275;98628,452472,598,399;86348,407750,822,272;145819,403828,962,303;116570,388344,764,426;
859359,423165,658,408;815967,382947,427,378;812906,401565,244,183;827875,421051,759,425;856554,367916,853,281;860172,398350,313,73;841861,365853,276,66;635575,521973,188,174;621991,558837,974,304;612585,499347,657,408;609865,542367,934,501;591103,504235,305,223;
910968,185052,37,143;829026,107292,710,29;886762,113049,855,491;900605,134036,145,178;860791,98935,460,266;854682,167842,972,458;846059,152558,796,484;428227,424557,955,454;375939,383467,698,417;392965,436290,714,252;412446,451580,316,71;407947,404079,152,182;
542277,727844,1005,519;543158,705250,809,269;544708,739732,190,340;598244,731661,197,341;576818,734231,747,424;610000,668206,998,309;618754,717078,932,451;94906,592005,297,71;109376,605854,357,366;81753,554321,908,124;123995,571003,593,398;61171,589492,766,113;
968555,261608,397,84;937194,245183,691,416;977625,287360,105,51;866838,268428,721,108;943369,306047,805,432;914401,313314,537,392;890916,310257,531,391;900605,134036,145,178;910968,185052,37,143;920634,125330,271,66;918605,189393,462,83;979575,153680,233,347;
55980,930445,355,366;64840,900643,17,317;67471,907563,254,62;138363,895491,697,251;98526,928701,439,259;133719,912007,587,299;87713,947587,140,161;696499,278277,802,13;735064,336768,836,278;708218,358013,189,339;662112,342784,616,101;685401,355481,763,482;
62080,297013,502,222;82615,258839,695,470;111993,307237,405,248;106327,246519,30,144;111096,248823,942,453;136468,290700,416,377;150078,261509,734,421;995057,589000,625,243;1022651,630676,799,484;949743,624646,967,506;1009801,646179,54,322;982556,653344,854,440;
149672,395876,885,515;116570,388344,764,426;168821,390258,235,62;138076,341170,930,296;87524,359159,330,196;167519,349941,851,491;102959,333587,358,367;430412,148921,817,435;441255,163352,628,307;424861,224800,521,389;412577,193956,728,256;437593,229199,68,150;
55980,930445,355,366;49924,946601,447,264;98526,928701,439,259;84474,919174,131,158;105445,961536,42,147;95466,967009,414,376;100371,933753,142,177;221727,158414,950,301;213273,136122,561,291;232970,123632,256,63;259741,133761,419,17;221227,120272,530,228;
655031,973527,996,462;652405,999283,1010,313;641632,970850,3,41;639291,1006508,650,118;627585,966433,499,386;602077,996545,292,356;637997,1008219,23,318;299999,18730,176,171;184006,272,636,27;329062,22994,720,474;426492,2664,613,100;366867,14818,173,337;
408803,523148,438,89;364960,542605,318,74;363401,539545,333,363;389137,556906,328,194;437369,569261,633,244;403722,519061,964,506;389947,520963,769,427;762167,656378,72,325;781660,641381,325,228;749022,656751,322,193;731213,602052,581,96;789886,612603,928,125;
378589,793487,291,220;380564,841574,177,172;424738,818306,69,324;413431,833512,693,124;402294,762955,16,317;382411,770552,45,145;428723,769836,483,383;552023,519918,544,1;482018,496394,272,67;507567,499660,578,108;527843,537689,736,476;529023,475531,920,292;
98628,452472,598,399;188211,425484,505,276;145819,403828,962,303;158249,473233,389,20;146209,472720,436,379;215607,433036,298,70;163826,484426,810,434;359890,546651,485,88;296825,548310,648,312;335378,597875,1001,133;286980,583348,347,76;270700,570692,488,22;
977985,823301,741,258;982410,811799,270,353;917036,839665,70,324;1003899,784788,685,250;938024,762319,800,267;957935,759546,575,294;924687,775061,346,202;439635,1023668,814,435;491577,998179,694,416;469562,903819,662,11;439906,979127,566,292;499798,965644,119,172;
293620,867522,230,180;272291,908350,296,70;305239,900987,377,208;239723,923070,384,244;254551,863382,4,136;219988,911639,792,116;265594,926307,1020,465;1015312,58054,595,300;1025099,27163,678,121;779062,2401,700,12;964393,24375,858,283;1005637,63333,267,216;
504158,314054,830,117;489699,350143,696,471;474944,381027,476,86;514505,422012,370,205;561467,362538,323,361;547968,392630,225,208;565821,383652,604,302;856554,367916,853,281;885365,388951,452,79;874628,330483,371,74;888176,339829,412,86;911688,343441,468,85;
533087,292027,606,400;608106,299514,208,58;591322,289294,902,289;521142,300616,770,427;600045,344340,222,178;561467,362538,323,361;593852,372912,79,327;992621,692891,716,254;1004264,676842,960,456;958463,678441,552,232;992549,664772,837,489;1017714,684384,622,403;
173143,987797,994,508;241505,974952,933,452;230547,980673,238,348;239723,923070,384,244;254125,941853,948,504;186680,943882,108,331;219988,911639,792,116;54672,798545,5,135;64840,768686,443,262;75568,850365,417,8;117043,765692,212,59;126955,821789,980,306;
211385,39132,198,176;236227,51537,193,197;300196,26381,381,242;282410,42449,653,407;184006,272,636,27;317948,2639,99,162;329062,22994,720,474;1017807,806114,195,175;1047154,739939,600,26;1005637,780977,727,126;1003899,784788,685,250;1015784,768084,232,59;
353452,871347,665,410;352420,849151,553,393;399875,900114,265,65;378589,793487,291,220;430957,846933,567,235;413431,833512,693,124;396103,791654,149,164;491577,998179,694,416;524474,995418,910,449;469562,903819,662,11;462705,986525,109,166;504550,958854,811,270;
1008386,452364,776,32;981965,347032,461,217;967092,420863,431,88;933666,432827,147,52;966552,359904,525,390;982933,442613,78,152;960849,426148,1018,520;878654,743127,306,72;828050,767816,737,111;873252,781410,850,439;884738,740628,178,338;924687,775061,346,202;
674095,560789,86,49;671320,510265,829,437;621991,558837,974,304;612585,499347,657,408;616365,494643,353,234;648805,502220,160,184;612042,535780,81,154;882300,908686,236,181;859007,933251,33,142;885176,926636,681,413;863085,950686,579,296;870548,966528,394,76;
1010122,833723,93,329;1047154,739939,600,26;1028996,868549,540,230;982410,811799,270,353;1021699,855888,752,479;1003899,784788,685,250;1018840,787361,117,171;273970,1000252,124,332;279082,1041431,647,246;352430,1047102,856,440;352955,999749,834,277;301445,962820,564,94;
185536,28498,129,176;224853,56717,275,65;172847,55140,132,332;184006,272,636,27;215185,68087,500,386;236227,51537,193,197;299999,18730,176,171;211385,39132,198,176;172847,55140,132,332;184006,272,636,27;153118,56250,302,358;127548,45239,995,308;
392965,436290,714,252;356349,479538,508,99;354100,448914,299,190;369062,502238,568,396;392081,475805,726,476;392556,468192,551,105;387447,496504,75,326;98526,928701,439,259;126543,941872,673,249;105445,961536,42,147;87713,947587,140,161;112091,959531,260,212;
608106,299514,208,58;617357,302908,506,98;579445,337457,168,169;662112,342784,616,101;593852,372912,79,327;606002,381271,601,399;662605,351817,791,430;917985,135270,87,157;910968,185052,37,143;886762,113049,855,491;865495,147663,122,155;920634,125330,271,66;
798723,528169,38,320;731213,602052,581,96;789886,612603,928,125;756564,539829,504,223;825316,576124,425,378;824236,586453,718,473;821405,557420,420,252;99285,8315,287,355;111517,30972,186,195;95578,30549,130,55;87134,17165,742,422;105157,32135,973,459;
353452,871347,665,410;352420,849151,553,393;286636,814177,31,4;266006,897965,157,167;254551,863382,4,136;271782,847069,586,109;305239,900987,377,208;724233,70489,988,461;735551,57024,916,498;811931,79144,48,45;733759,93262,729,110;716540,90385,915,291;
904087,921198,2,41;889693,902936,258,17;883076,926841,121,174;885176,926636,681,413;859007,933251,33,142;892869,898663,739,422;846719,868150,740,257;851429,21504,812,434;882685,37378,501,274;925746,55801,217,206;885593,86501,319,72;964393,24375,858,283;
603040,89439,638,245;614847,128215,630,404;574202,140220,663,409;553318,95633,509,387;592222,142372,60,147;564677,63996,456,216;541066,137948,715,253;428227,424557,955,454;399564,431035,84,155;413957,363311,756,112;375939,383467,698,417;427748,402652,10,140;
775628,366875,112,51;815967,382947,427,378;816587,416150,372,241;846541,399214,97,154;827875,421051,759,425;759933,379930,513,9;765486,416801,748,477;654768,85479,868,493;642243,42335,285,68;692864,31571,55,14;696070,80992,12,141;603040,89439,638,245;
842151,667731,266,215;872324,718288,906,448;828050,767816,737,111;800489,717789,958,455;874183,681742,410,211;799965,673569,312,360;805346,704408,164,187;671320,510265,829,437;635575,521973,188,174;677967,449328,786,33;616365,494643,353,234;623045,476286,251,351;
857867,448320,590,397;859359,423165,658,408;884689,499148,709,419;918228,446799,680,24;885365,388951,452,79;933666,432827,147,52;924330,463020,880,120;349575,203218,26,141;304916,190056,24,3;311035,153945,875,443;365281,184526,261,213;363240,152648,264,15;
564687,217853,878,444;557430,192183,495,89;589077,224764,304,359;592222,142372,60,147;616170,207548,50,148;597438,224430,368,18;605684,249420,311,0;381000,1016036,732,420;437011,1038401,952,38;352430,1047102,856,440;645797,1047703,794,266;352955,999749,834,277;
689421,856280,183,194;695510,858383,88,153;736677,834090,1019,464;728846,808298,887,495;680133,821860,956,455;713738,794002,141,334;678108,839156,280,67;800489,717789,958,455;822200,706477,255,184;786261,676658,707,418;766470,698475,449,214;799965,673569,312,360;
63165,733118,303,358;150956,731369,660,467;117043,765692,212,59;45809,657706,825,274;144758,682801,983,460;153771,727015,269,64;126370,663859,367,368;828050,767816,737,111;823323,842294,242,64;770955,777119,433,379;765785,752104,507,387;800489,717789,958,455;
622825,619313,375,207;596290,595198,29,143;617254,580827,39,320;617249,581153,634,308;614139,576065,730,127;577284,569387,603,301;601066,558453,738,421;247846,770753,529,227;214739,747333,917,498;157072,778311,959,126;237107,782197,582,297;195910,823702,949,300;
392965,436290,714,252;304304,466267,924,294;318532,436486,874,514;356349,479538,508,99;324717,490063,860,36;342729,389852,699,28;370018,470652,220,177;311035,153945,875,443;311565,102688,329,195;288498,130219,393,371;326622,110910,848,513;363240,152648,264,15;
880947,797116,643,117;823323,842294,242,64;887191,799240,897,446;824021,847059,382,369;846466,863686,731,128;820686,872292,437,258;906988,847142,784,115;219988,911639,792,116;192255,906296,283,218;186680,943882,108,331;158311,906182,7,138;157213,934149,806,433;
1046999,226731,565,24;1047512,646729,386,370;1008386,452364,776,32;1015091,529409,907,448;1023477,655268,351,203;995057,589000,625,243;1022651,630676,799,484;958451,937451,785,429;949116,969936,399,373;957091,925051,259,352;909622,945121,940,453;911877,934809,743,477;
749864,699583,524,389;691776,616226,760,481;702345,607319,667,468;767630,645649,101,163;731213,602052,581,96;697291,668980,981,130;762167,656378,72,325;359890,546651,485,88;335378,597875,1001,133;375340,586375,250,210;406057,584999,758,424;389137,556906,328,194;
373461,574836,182,193;428243,577040,128,54;406057,584999,758,424;364960,542605,318,74;359890,546651,485,88;437369,569261,633,244;393070,536076,146,163;695510,858383,88,153;628610,880502,484,21;647733,834124,453,80;678108,839156,280,67;692545,825462,273,187;
288498,130219,393,371;290039,112176,548,104;326622,110910,848,513;311566,145029,174,190;284308,79294,51,321;328527,86344,867,118;333413,102086,309,225;99285,8315,287,355;184006,272,636,27;127548,45239,995,308;98397,20620,148,179;105157,32135,973,459;
37720,377293,67,149;86348,407750,822,272;116570,388344,764,426;133304,359896,139,160;47852,354958,470,382;102959,333587,358,367;40460,326333,209,343;978117,309277,520,280;981965,347032,461,217;977625,287360,105,51;957819,329849,290,356;943369,306047,805,432;
408803,523148,438,89;402755,497665,231,346;403722,519061,964,506;437369,569261,633,244;482018,496394,272,67;434688,509192,866,441;448472,567422,623,102;224853,56717,275,65;211385,39132,198,176;259868,88658,896,37;282410,42449,653,407;299999,18730,176,171;
520186,863042,52,46;484308,887527,432,256;488950,818781,838,512;510271,828887,295,69;424738,818306,69,324;480676,792679,1,135;430957,846933,567,235;295888,771463,363,237;327418,795737,895,496;314346,766254,635,104;382411,770552,45,145;286636,814177,31,4;
179427,1019688,911,449;173143,987797,994,508;186680,943882,108,331;123332,991715,891,287;157213,934149,806,433;126543,941872,673,249;112091,959531,260,212;182495,648493,541,231;142462,592576,286,355;171574,598342,999,509;149101,661209,765,426;130329,646206,341,364;
375340,586375,250,210;406057,584999,758,424;420101,647128,187,56;382928,680951,843,438;334864,655652,516,224;428811,601063,227,61;435990,629646,640,310;287048,611290,77,326;335378,597875,1001,133;334864,655652,516,224;291275,636004,982,507;318892,682382,376,75;
97259,1041489,626,114;352430,1047102,856,440;106255,1024198,1013,511;123332,991715,891,287;279082,1041431,647,246;179427,1019688,911,449;227205,1029121,556,233;528212,155708,963,127;528122,176501,808,433;557430,192183,495,89;543047,152150,901,516;574202,140220,663,409;
917036,839665,70,324;887191,799240,897,446;873252,781410,850,439;878473,753809,120,173;938024,762319,800,267;957182,801828,155,166;884738,740628,178,338;795218,226347,430,77;841942,237799,428,213;821637,178679,797,512;805365,173178,315,16;839664,184917,184,339;
1046613,636128,320,192;1036463,660867,464,267;1047512,646729,386,370;1022651,630676,799,484;1004264,676842,960,456;1009801,646179,54,322;1016916,675979,771,482;625752,718971,798,431;659232,700480,979,517;667023,718776,49,146;636012,681380,1004,463;666748,683404,968,457;
45809,657706,825,274;41577,622735,645,406;130329,646206,341,364;126370,663859,367,368;94906,592005,297,71;109376,605854,357,366;61171,589492,766,113;259868,88658,896,37;259741,133761,419,17;288498,130219,393,371;290039,112176,548,104;284308,79294,51,321;
488922,419237,873,493;474944,381027,476,86;491299,455182,554,92;545185,373021,161,168;529023,475531,920,292;547968,392630,225,208;535843,418064,61,152;153118,56250,302,358;159960,105167,429,18;134077,67212,951,505;133638,99829,539,393;123184,85225,422,254;
711439,212759,935,517;696499,278277,802,13;731910,212446,594,239;722307,211112,749,478;738495,264644,801,268;676430,241489,277,354;692595,205106,717,420;885593,86501,319,72;909373,38968,151,181;964393,24375,858,283;955168,79655,442,261;920634,125330,271,66;
596290,595198,29,143;608809,584288,288,189;647119,619325,668,411;631688,623332,672,469;610000,668206,998,309;547241,636857,596,98;617249,581153,634,308;606399,822649,239,348;573224,805128,512,100;615336,793072,466,84;561446,794609,926,295;576818,734231,747,424;
358824,939240,387,209;353452,871347,665,410;293620,867522,230,180;354769,887642,877,494;272291,908350,296,70;266006,897965,157,167;291440,919122,515,278;514505,422012,370,205;545185,373021,161,168;582047,407334,621,10;565821,383652,604,302;535843,418064,61,152;
382186,969489,608,401;376771,921939,268,352;352955,999749,834,277;301445,962820,564,94;291440,919122,515,278;354769,887642,877,494;305239,900987,377,208;254017,438922,107,330;261460,455810,293,221;281158,439200,778,429;304304,466267,924,294;268712,476188,1008,312;
382186,969489,608,401;403420,970392,750,478;398600,908551,369,19;376771,921939,268,352;469562,903819,662,11;399875,900114,265,65;439906,979127,566,292;373461,574836,182,193;406057,584999,758,424;335378,597875,1001,133;334864,655652,516,224;419671,646725,340,200;
842151,667731,266,215;872324,718288,906,448;822200,706477,255,184;891695,706156,27,43;889450,671988,624,403;868964,662806,527,390;894800,674351,423,87;296125,280202,777,428;334101,322157,847,439;314138,272709,307,359;358873,298448,876,494;349282,272271,364,238;
652044,280390,795,134;681074,269776,1014,519;658545,206586,395,372;676430,241489,277,354;621934,280746,510,388;605684,249420,311,0;647669,285480,335,363;157415,979485,338,199;126543,941872,673,249;105445,961536,42,147;100371,933753,142,177;123332,991715,891,287;
857916,194823,711,472;866838,268428,721,108;837254,294885,102,50;795218,226347,430,77;807380,272125,440,380;839664,184917,184,339;821738,184346,207,202;349575,203218,26,141;324538,176020,162,185;372456,164908,511,277;363240,152648,264,15;369088,186077,546,286;
749864,699583,524,389;800489,717789,958,455;765785,752104,507,387;786261,676658,707,418;805346,704408,164,187;733739,732041,74,325;762167,656378,72,325;987227,1027926,467,218;945955,989208,90,329;844386,993946,413,376;804786,1031482,71,151;906849,994050,11,136;
681004,983732,921,499;706694,1024855,543,285;703446,1009381,62,323;673813,1047416,65,148;646776,1025285,6,137;652405,999283,1010,313;654302,1036437,627,115;822200,706477,255,184;874183,681742,410,211;868964,662806,527,390;837548,637230,240,63;799965,673569,312,360;
550371,33883,457,265;612712,19874,969,128;628761,34196,15,137;603040,89439,638,245;553318,95633,509,387;572252,104158,237,182;517323,57050,903,290;1015312,58054,595,300;1011620,17911,113,167;964393,24375,858,283;955168,79655,442,261;991419,106936,1006,310;
1013298,319584,223,345;978117,309277,520,280;1008386,452364,776,32;971247,413703,181,173;966552,359904,525,390;973394,313111,192,196;957819,329849,290,356;613458,484806,618,402;623045,476286,251,351;604381,462302,332,362;606725,458774,455,90;622529,419088,833,276;
999223,1022050,869,514;945955,989208,90,329;907499,1014484,262,214;804786,1031482,71,151;1027869,1023993,289,69;998418,993733,478,219;673813,1047416,65,148;219988,911639,792,116;199268,879948,534,391;203282,880064,881,495;158311,906182,7,138;192290,909275,175,191;
999223,1022050,869,514;1012153,988826,411,250;987227,1027926,467,218;945955,989208,90,329;949116,969936,399,373;1024212,958928,64,323;958451,937451,785,429;279051,371674,80,327;322963,337030,22,42;226850,384785,535,229;242789,315415,458,81;233457,341138,725,475;
704222,553629,401,374;694491,520838,493,273;756564,539829,504,223;759119,519257,469,91;693324,511562,619,305;763551,474234,706,107;734862,451265,922,293;327418,795737,895,496;352420,849151,553,393;380564,841574,177,172;382411,770552,45,145;396103,791654,149,164;
795202,1013472,59,151;734227,1002123,194,57;801777,1023388,327,229;706694,1024855,543,285;712855,1023285,905,516;673813,1047416,65,148;804786,1031482,71,151;254017,438922,107,330;215607,433036,298,70;245336,502030,143,334;268973,447122,229,209;268712,476188,1008,312;
102959,333587,358,367;40460,326333,209,343;22846,295798,9,139;48701,241575,559,93;111993,307237,405,248;82615,258839,695,470;106613,281097,137,159;830036,41016,986,307;811931,79144,48,45;851046,75647,713,473;829026,107292,710,29;850027,71806,391,371;
798723,528169,38,320;776360,510418,687,414;731213,602052,581,96;708904,520321,489,220;704222,553629,401,374;797770,560254,224,179;759119,519257,469,91;612042,535780,81,154;609865,542367,934,501;612585,499347,657,408;589788,498036,214,344;552023,519918,544,1;
375340,586375,250,210;382928,680951,843,438;419671,646725,340,200;335378,597875,1001,133;295691,633491,202,200;342753,692563,574,236;318892,682382,376,75;428543,4703,138,57;499362,6410,631,103;421026,61314,96,330;469792,27516,179,338;426259,16879,13,316;
591920,943281,213,343;575876,909378,1015,511;549223,969956,617,402;504550,958854,811,270;520186,863042,52,46;506893,919362,365,239;517927,906299,899,515;311565,102688,329,195;326622,110910,848,513;328527,86344,867,118;378281,104160,589,238;363240,152648,264,15;
677967,449328,786,33;692125,369870,914,497;708649,398714,444,380;622529,419088,833,276;662605,351817,791,430;606002,381271,601,399;620440,412925,692,123;731910,212446,594,239;776036,274671,857,282;738495,264644,801,268;771174,230477,923,500;762083,208670,445,263;
295888,771463,363,237;233929,771805,171,189;214739,747333,917,498;237107,782197,582,297;284378,758304,8,315;286636,814177,31,4;220276,726754,937,298;254778,1027828,821,486;227205,1029121,556,233;241505,974952,933,452;273970,1000252,124,332;230547,980673,238,348;
